iter	RMSE
677	0.176326894
678	0.1763243951
679	0.1763179132
680	0.1763137044
681	0.1763058641
682	0.1763016636
683	0.1762996649
684	0.1762921889
685	0.1762806075
686	0.1762773824
687	0.1762693019
688	0.1762648594
689	0.1762577629
690	0.1762493223
691	0.1762422551
692	0.1762385321
693	0.1762354618
694	0.1762268321
695	0.1762177256
696	0.1762156509
697	0.1762046364
698	0.1761993939
699	0.1761963994
700	0.1761902797
701	0.1761865482
702	0.1761839495
703	0.1761745907
704	0.1761707061
705	0.1761663566
706	0.1761598308
707	0.1761557049
708	0.1761534978
709	0.1761468819
710	0.1761414352
711	0.1761379232
712	0.1761335799
713	0.1761241536
714	0.1761184504
715	0.17611131
716	0.1760983702
717	0.1760942767
718	0.1760910504
719	0.176086483
720	0.1760847543
721	0.1760771045
722	0.1760662812
723	0.1760611973
724	0.1760567221
725	0.1760479221
726	0.1760441244
727	0.1760354741
728	0.1760265485
729	0.1760193862
730	0.1760147035
731	0.1760083316
732	0.1759958226
733	0.1759908062
734	0.1759839107
735	0.1759806131
736	0.175974552
737	0.1759678678
738	0.1759549919
739	0.1759508474
740	0.175941308
741	0.175936612
742	0.1759299101
743	0.1759216151
744	0.175916909
745	0.175913405
746	0.17591099
747	0.1759063759
748	0.1758949704
749	0.1758903696
750	0.1758873144
751	0.1758819437
752	0.1758712881
753	0.1758672521
754	0.1758546213
755	0.1758471518
756	0.1758425936
757	0.1758396001
758	0.1758340292
759	0.1758262232
760	0.1758251137
761	0.1758197325
762	0.1758132426
763	0.1758000278
764	0.1757976048
765	0.1757857669
766	0.1757824416
767	0.1757781933
768	0.1757743692
769	0.1757643171
770	0.1757601698
771	0.1757529422
772	0.1757430274
773	0.1757327096
774	0.1757270485
775	0.1757211188
776	0.1757166096
777	0.1757151251
778	0.1757114854
779	0.1757027655
780	0.1756991151
781	0.1756941909
782	0.1756876963
783	0.1756813084
784	0.1756770931
785	0.1756748888
786	0.1756630629
787	0.175660245
788	0.1756551617
789	0.1756441374
790	0.1756369452
791	0.175633006
792	0.1756227043
793	0.1756188076
794	0.1756101703
795	0.1756015276
796	0.1755983905
797	0.1755946918
798	0.1755846908
799	0.175575101
800	0.1755706031
801	0.1755658451
802	0.1755626287
803	0.1755600413
804	0.1755531439
805	0.175547405
806	0.1755434327
807	0.1755398906
808	0.1755385071
809	0.1755351377
810	0.1755308838
811	0.1755227827
812	0.1755179934
813	0.1755095753
814	0.175505734
815	0.1754982684
816	0.1754889046
817	0.1754815607
818	0.1754797068
819	0.1754764249
820	0.17547174
821	0.1754672402
822	0.1754630828
823	0.1754597266
824	0.1754504641
825	0.1754475597
826	0.1754385385
827	0.1754342927
828	0.1754260417
829	0.175423077
830	0.1754215305
831	0.1754114729
832	0.175406154
833	0.1754000912
834	0.1753925216
835	0.1753873677
836	0.1753831133
837	0.1753810545
838	0.1753765379
839	0.1753722516
840	0.1753709149
841	0.1753697472
842	0.1753579898
843	0.1753569307
844	0.1753535293
845	0.1753521804
846	0.1753485079
847	0.1753462169
848	0.1753424856
849	0.1753299475
850	0.1753215491
851	0.1753104457
852	0.1753064149
853	0.1752994862
854	0.1752953597
855	0.1752877104
856	0.1752831548
857	0.1752800184
858	0.1752704583
859	0.1752582487
860	0.1752556991
861	0.1752463025
862	0.1752419238
863	0.1752379966
864	0.1752314701
865	0.1752301105
866	0.1752184734
867	0.1752149581
868	0.1752115072
869	0.1752068562
870	0.1752055494
871	0.1751991923
872	0.1751907008
873	0.1751820842
874	0.175172192
875	0.1751690393
876	0.1751606397
877	0.1751559637
878	0.1751491074
879	0.175146397
880	0.1751378383
881	0.1751335699
882	0.1751262076
883	0.1751242431
884	0.1751220693
885	0.1751211781
886	0.175111057
887	0.1751043077
888	0.1751009685
889	0.1750967936
890	0.1750928061
891	0.1750873415
892	0.175081132
893	0.1750778945
894	0.175068991
895	0.1750656828
896	0.1750643119
897	0.1750614007
898	0.1750583965
899	0.1750552787
900	0.1750525008
901	0.1750436449
902	0.1750401903
903	0.1750315212
904	0.1750266078
905	0.175022955
906	0.1750103928
907	0.1750080786
908	0.1750032009
909	0.174996402
910	0.1749875284
911	0.174985803
912	0.1749835116
913	0.1749808626
914	0.1749747057
915	0.1749715693
916	0.1749590753
917	0.17495609
918	0.1749538329
919	0.1749431385
920	0.1749362891
921	0.1749281257
922	0.174919351
923	0.1749089332
924	0.1749067534
925	0.1748994734
926	0.17489233
927	0.174891371
928	0.1748878643
929	0.1748834044
930	0.174877735
931	0.174868779
932	0.1748652791
933	0.1748621097
934	0.1748593512
935	0.1748553554
936	0.1748512617
937	0.1748463016
938	0.1748435071
939	0.1748369695
940	0.1748315868
941	0.1748296052
942	0.1748286133
943	0.1748173004
944	0.174813729
945	0.1748060167
946	0.1748026289
947	0.1747992309
948	0.1747879746
949	0.1747842858
950	0.1747814806
951	0.1747782118
952	0.1747751738
953	0.1747671822
954	0.1747595275
955	0.1747541582
956	0.1747467591
957	0.1747395298
958	0.1747369024
959	0.1747325925
960	0.1747299593
961	0.1747215334
962	0.1747174206
963	0.1747147587
964	0.1747063998
965	0.1746930408
966	0.1746899001
967	0.1746887825
968	0.1746879866
969	0.1746849204
970	0.1746783221
971	0.1746748716
972	0.1746713318
973	0.1746681326
974	0.1746642109
975	0.1746632783
976	0.1746594118
977	0.1746527969
978	0.174650762
979	0.1746444118
980	0.1746356641
981	0.17462787
982	0.174623885
983	0.1746213708
984	0.1746179527
985	0.1746156179
986	0.1746134821
987	0.1746100866
988	0.1746092115
989	0.1746073409
990	0.1745985985
991	0.1745953509
992	0.1745914085
993	0.1745904025
994	0.1745882567
995	0.1745835571
996	0.1745814628
997	0.1745786179
998	0.1745763421
999	0.1745734422
